dataset_id,date_of_contribution,name_contact,email_contact,type_of_reference,doi_dataset,doi_publication,comments_reference,species_reported,location_description,realm_general,realm_specific,depth_of_collection,elevation_of_collection,lat_gg_mm_ss,long_gg_mm_ss,origin,comments_location,date_of_collection_initial,date_of_collection_final,comments_timing,maintained,maintenance_duration_days,maintenance_duration_generations,maintenance_temperature,maintenance_salinity,maintenance_ph,maintenance_oxygen,maintenance_carbon_dioxide,maintenance_photoperiod,maintenance_humidity,maintenance_oxygen_units,maintenance_carbon_dioxide_units,maintenance_food_type,acclimated,acclimation_duration,acclimation_temperature,acclimation_salinity,acclimation_ph,acclimation_oxygen,acclimation_carbon_dioxide,acclimation_photoperiod,acclimation_humidity,acclimation_oxygen_units,acclimation_carbon_dioxide_units,acclimation_food_type,metabolic_rate_type,acclimation_chamber,fasting_time,sensor_type,respiration_volume,delay_time,respiratory_chamber_material,incubation_time,respirometry_type,breathing_mode,life_stage_general,life_stage_specific,sex,reproductive_stage,size_type,size_units,size_value,test_temperature,test_salinity,test_ph,test_oxygen,test_carbon_dioxide,test_oxygen_units,test_carbon_dioxide_units,test_photoperiod,test_humidity,comments_experimental_conditions,resp_unit,resp_value,comments_respiration
Mesas_and_Castaneda_2023,13-02-2023,Luis_Castañeda,luis.castaneda@uchile.cl,primary,https://doi.org/10.5061/dryad.2v6wwpzsg,https://doi.org/10.1093/evolut/qpac033,,Drosophila_subobscura,Valdivia_Chile,terrestrial,terrestrial,,35,-39.8,-73.2,field,,01-10-2014,01-10-2014,,yes,,27,21,,,,,12D_12L,,,,David's killed-yeast Drosophila medium,no,,,,,,,,,,,,routine,0.5,,"infrared CO2 analyzer Li-6251, LI-COR ",1.4,,ethyl vinyl acetate,0.25,open,aerial,adult,adult,female,virgin female,fresh body mass,milligram,1.438,21,,,,,,,,,control,uLCO2/h/ind,3.575292,
Mesas_and_Castaneda_2023,13-02-2023,Luis_Castañeda,luis.castaneda@uchile.cl,primary,https://doi.org/10.5061/dryad.2v6wwpzsg,https://doi.org/10.1093/evolut/qpac033,,Drosophila_subobscura,Valdivia_Chile,terrestrial,terrestrial,,35,-39.8,-73.2,field,,01-10-2014,01-10-2014,,yes,,27,21,,,,,12D_12L,,,,David's killed-yeast Drosophila medium,no,,,,,,,,,,,,routine,0.5,,"infrared CO2 analyzer Li-6251, LI-COR ",1.4,,ethyl vinyl acetate,0.25,open,aerial,adult,adult,female,virgin female,fresh body mass,milligram,1.445,21,,,,,,,,,control,uLCO2/h/ind,3.015929,
Mesas_and_Castaneda_2023,13-02-2023,Luis_Castañeda,luis.castaneda@uchile.cl,primary,https://doi.org/10.5061/dryad.2v6wwpzsg,https://doi.org/10.1093/evolut/qpac033,,Drosophila_subobscura,Valdivia_Chile,terrestrial,terrestrial,,35,-39.8,-73.2,field,,01-10-2014,01-10-2014,,yes,,27,21,,,,,12D_12L,,,,David's killed-yeast Drosophila medium,no,,,,,,,,,,,,routine,0.5,,"infrared CO2 analyzer Li-6251, LI-COR ",1.4,,ethyl vinyl acetate,0.25,open,aerial,adult,adult,female,virgin female,fresh body mass,milligram,1.492,21,,,,,,,,,control,uLCO2/h/ind,3.653908,
Mesas_and_Castaneda_2023,13-02-2023,Luis_Castañeda,luis.castaneda@uchile.cl,primary,https://doi.org/10.5061/dryad.2v6wwpzsg,https://doi.org/10.1093/evolut/qpac033,,Drosophila_subobscura,Valdivia_Chile,terrestrial,terrestrial,,35,-39.8,-73.2,field,,01-10-2014,01-10-2014,,yes,,27,21,,,,,12D_12L,,,,David's killed-yeast Drosophila medium,no,,,,,,,,,,,,routine,0.5,,"infrared CO2 analyzer Li-6251, LI-COR ",1.4,,ethyl vinyl acetate,0.25,open,aerial,adult,adult,female,virgin female,fresh body mass,milligram,1.551,21,,,,,,,,,control,uLCO2/h/ind,4.789664,
Mesas_and_Castaneda_2023,13-02-2023,Luis_Castañeda,luis.castaneda@uchile.cl,primary,https://doi.org/10.5061/dryad.2v6wwpzsg,https://doi.org/10.1093/evolut/qpac033,,Drosophila_subobscura,Valdivia_Chile,terrestrial,terrestrial,,35,-39.8,-73.2,field,,01-10-2014,01-10-2014,,yes,,27,21,,,,,12D_12L,,,,David's killed-yeast Drosophila medium,no,,,,,,,,,,,,routine,0.5,,"infrared CO2 analyzer Li-6251, LI-COR ",1.4,,ethyl vinyl acetate,0.25,open,aerial,adult,adult,female,virgin female,fresh body mass,milligram,1.721,21,,,,,,,,,control,uLCO2/h/ind,3.411597,
Mesas_and_Castaneda_2023,13-02-2023,Luis_Castañeda,luis.castaneda@uchile.cl,primary,https://doi.org/10.5061/dryad.2v6wwpzsg,https://doi.org/10.1093/evolut/qpac033,,Drosophila_subobscura,Valdivia_Chile,terrestrial,terrestrial,,35,-39.8,-73.2,field,,01-10-2014,01-10-2014,,yes,,27,21,,,,,12D_12L,,,,David's killed-yeast Drosophila medium,no,,,,,,,,,,,,routine,0.5,,"infrared CO2 analyzer Li-6251, LI-COR ",1.4,,ethyl vinyl acetate,0.25,open,aerial,adult,adult,female,virgin female,fresh body mass,milligram,1.62,21,,,,,,,,,control,uLCO2/h/ind,4.059134,
Mesas_and_Castaneda_2023,13-02-2023,Luis_Castañeda,luis.castaneda@uchile.cl,primary,https://doi.org/10.5061/dryad.2v6wwpzsg,https://doi.org/10.1093/evolut/qpac033,,Drosophila_subobscura,Valdivia_Chile,terrestrial,terrestrial,,35,-39.8,-73.2,field,,01-10-2014,01-10-2014,,yes,,27,21,,,,,12D_12L,,,,David's killed-yeast Drosophila medium,no,,,,,,,,,,,,routine,0.5,,"infrared CO2 analyzer Li-6251, LI-COR ",1.4,,ethyl vinyl acetate,0.25,open,aerial,adult,adult,female,virgin female,fresh body mass,milligram,1.2,21,,,,,,,,,control,uLCO2/h/ind,3.08025,
Mesas_and_Castaneda_2023,13-02-2023,Luis_Castañeda,luis.castaneda@uchile.cl,primary,https://doi.org/10.5061/dryad.2v6wwpzsg,https://doi.org/10.1093/evolut/qpac033,,Drosophila_subobscura,Valdivia_Chile,terrestrial,terrestrial,,35,-39.8,-73.2,field,,01-10-2014,01-10-2014,,yes,,27,21,,,,,12D_12L,,,,David's killed-yeast Drosophila medium,no,,,,,,,,,,,,routine,0.5,,"infrared CO2 analyzer Li-6251, LI-COR ",1.4,,ethyl vinyl acetate,0.25,open,aerial,adult,adult,female,virgin female,fresh body mass,milligram,1.502,21,,,,,,,,,control,uLCO2/h/ind,2.730403,
Mesas_and_Castaneda_2023,13-02-2023,Luis_Castañeda,luis.castaneda@uchile.cl,primary,https://doi.org/10.5061/dryad.2v6wwpzsg,https://doi.org/10.1093/evolut/qpac033,,Drosophila_subobscura,Valdivia_Chile,terrestrial,terrestrial,,35,-39.8,-73.2,field,,01-10-2014,01-10-2014,,yes,,27,21,,,,,12D_12L,,,,David's killed-yeast Drosophila medium,no,,,,,,,,,,,,routine,0.5,,"infrared CO2 analyzer Li-6251, LI-COR ",1.4,,ethyl vinyl acetate,0.25,open,aerial,adult,adult,female,virgin female,fresh body mass,milligram,1.25,21,,,,,,,,,control,uLCO2/h/ind,3.18746,
Mesas_and_Castaneda_2023,13-02-2023,Luis_Castañeda,luis.castaneda@uchile.cl,primary,https://doi.org/10.5061/dryad.2v6wwpzsg,https://doi.org/10.1093/evolut/qpac033,,Drosophila_subobscura,Valdivia_Chile,terrestrial,terrestrial,,35,-39.8,-73.2,field,,01-10-2014,01-10-2014,,yes,,27,21,,,,,12D_12L,,,,David's killed-yeast Drosophila medium,no,,,,,,,,,,,,routine,0.5,,"infrared CO2 analyzer Li-6251, LI-COR ",1.4,,ethyl vinyl acetate,0.25,open,aerial,adult,adult,female,virgin female,fresh body mass,milligram,1.611,21,,,,,,,,,control,uLCO2/h/ind,2.74677,
Mesas_and_Castaneda_2023,13-02-2023,Luis_Castañeda,luis.castaneda@uchile.cl,primary,https://doi.org/10.5061/dryad.2v6wwpzsg,https://doi.org/10.1093/evolut/qpac033,,Drosophila_subobscura,Valdivia_Chile,terrestrial,terrestrial,,35,-39.8,-73.2,field,,01-10-2014,01-10-2014,,yes,,27,21,,,,,12D_12L,,,,David's killed-yeast Drosophila medium,no,,,,,,,,,,,,routine,0.5,,"infrared CO2 analyzer Li-6251, LI-COR ",1.4,,ethyl vinyl acetate,0.25,open,aerial,adult,adult,female,virgin female,fresh body mass,milligram,1.618,21,,,,,,,,,control,uLCO2/h/ind,4.280621,
Mesas_and_Castaneda_2023,13-02-2023,Luis_Castañeda,luis.castaneda@uchile.cl,primary,https://doi.org/10.5061/dryad.2v6wwpzsg,https://doi.org/10.1093/evolut/qpac033,,Drosophila_subobscura,Valdivia_Chile,terrestrial,terrestrial,,35,-39.8,-73.2,field,,01-10-2014,01-10-2014,,yes,,27,21,,,,,12D_12L,,,,David's killed-yeast Drosophila medium,no,,,,,,,,,,,,routine,0.5,,"infrared CO2 analyzer Li-6251, LI-COR ",1.4,,ethyl vinyl acetate,0.25,open,aerial,adult,adult,female,virgin female,fresh body mass,milligram,1.88,21,,,,,,,,,control,uLCO2/h/ind,4.289432,
Mesas_and_Castaneda_2023,13-02-2023,Luis_Castañeda,luis.castaneda@uchile.cl,primary,https://doi.org/10.5061/dryad.2v6wwpzsg,https://doi.org/10.1093/evolut/qpac033,,Drosophila_subobscura,Valdivia_Chile,terrestrial,terrestrial,,35,-39.8,-73.2,field,,01-10-2014,01-10-2014,,yes,,27,21,,,,,12D_12L,,,,David's killed-yeast Drosophila medium,no,,,,,,,,,,,,routine,0.5,,"infrared CO2 analyzer Li-6251, LI-COR ",1.4,,ethyl vinyl acetate,0.25,open,aerial,adult,adult,female,virgin female,fresh body mass,milligram,1.598,21,,,,,,,,,control,uLCO2/h/ind,3.021085,
Mesas_and_Castaneda_2023,13-02-2023,Luis_Castañeda,luis.castaneda@uchile.cl,primary,https://doi.org/10.5061/dryad.2v6wwpzsg,https://doi.org/10.1093/evolut/qpac033,,Drosophila_subobscura,Valdivia_Chile,terrestrial,terrestrial,,35,-39.8,-73.2,field,,01-10-2014,01-10-2014,,yes,,27,21,,,,,12D_12L,,,,David's killed-yeast Drosophila medium,no,,,,,,,,,,,,routine,0.5,,"infrared CO2 analyzer Li-6251, LI-COR ",1.4,,ethyl vinyl acetate,0.25,open,aerial,adult,adult,female,virgin female,fresh body mass,milligram,1.3,21,,,,,,,,,control,uLCO2/h/ind,2.652537,
Mesas_and_Castaneda_2023,13-02-2023,Luis_Castañeda,luis.castaneda@uchile.cl,primary,https://doi.org/10.5061/dryad.2v6wwpzsg,https://doi.org/10.1093/evolut/qpac033,,Drosophila_subobscura,Valdivia_Chile,terrestrial,terrestrial,,35,-39.8,-73.2,field,,01-10-2014,01-10-2014,,yes,,27,21,,,,,12D_12L,,,,David's killed-yeast Drosophila medium,no,,,,,,,,,,,,routine,0.5,,"infrared CO2 analyzer Li-6251, LI-COR ",1.4,,ethyl vinyl acetate,0.25,open,aerial,adult,adult,female,virgin female,fresh body mass,milligram,1.595,21,,,,,,,,,control,uLCO2/h/ind,4.744499,
Mesas_and_Castaneda_2023,13-02-2023,Luis_Castañeda,luis.castaneda@uchile.cl,primary,https://doi.org/10.5061/dryad.2v6wwpzsg,https://doi.org/10.1093/evolut/qpac033,,Drosophila_subobscura,Valdivia_Chile,terrestrial,terrestrial,,35,-39.8,-73.2,field,,01-10-2014,01-10-2014,,yes,,27,21,,,,,12D_12L,,,,David's killed-yeast Drosophila medium,no,,,,,,,,,,,,routine,0.5,,"infrared CO2 analyzer Li-6251, LI-COR ",1.4,,ethyl vinyl acetate,0.25,open,aerial,adult,adult,female,virgin female,fresh body mass,milligram,1.491,21,,,,,,,,,control,uLCO2/h/ind,3.130481,
Mesas_and_Castaneda_2023,13-02-2023,Luis_Castañeda,luis.castaneda@uchile.cl,primary,https://doi.org/10.5061/dryad.2v6wwpzsg,https://doi.org/10.1093/evolut/qpac033,,Drosophila_subobscura,Valdivia_Chile,terrestrial,terrestrial,,35,-39.8,-73.2,field,,01-10-2014,01-10-2014,,yes,,27,21,,,,,12D_12L,,,,David's killed-yeast Drosophila medium,no,,,,,,,,,,,,routine,0.5,,"infrared CO2 analyzer Li-6251, LI-COR ",1.4,,ethyl vinyl acetate,0.25,open,aerial,adult,adult,female,virgin female,fresh body mass,milligram,1.497,21,,,,,,,,,control,uLCO2/h/ind,3.079054,
Mesas_and_Castaneda_2023,13-02-2023,Luis_Castañeda,luis.castaneda@uchile.cl,primary,https://doi.org/10.5061/dryad.2v6wwpzsg,https://doi.org/10.1093/evolut/qpac033,,Drosophila_subobscura,Valdivia_Chile,terrestrial,terrestrial,,35,-39.8,-73.2,field,,01-10-2014,01-10-2014,,yes,,27,21,,,,,12D_12L,,,,David's killed-yeast Drosophila medium,no,,,,,,,,,,,,routine,0.5,,"infrared CO2 analyzer Li-6251, LI-COR ",1.4,,ethyl vinyl acetate,0.25,open,aerial,adult,adult,female,virgin female,fresh body mass,milligram,1.61,21,,,,,,,,,control,uLCO2/h/ind,6.737358,
Mesas_and_Castaneda_2023,13-02-2023,Luis_Castañeda,luis.castaneda@uchile.cl,primary,https://doi.org/10.5061/dryad.2v6wwpzsg,https://doi.org/10.1093/evolut/qpac033,,Drosophila_subobscura,Valdivia_Chile,terrestrial,terrestrial,,35,-39.8,-73.2,field,,01-10-2014,01-10-2014,,yes,,27,21,,,,,12D_12L,,,,David's killed-yeast Drosophila medium,no,,,,,,,,,,,,routine,0.5,,"infrared CO2 analyzer Li-6251, LI-COR ",1.4,,ethyl vinyl acetate,0.25,open,aerial,adult,adult,female,virgin female,fresh body mass,milligram,1.88,21,,,,,,,,,control,uLCO2/h/ind,3.404157,
Mesas_and_Castaneda_2023,13-02-2023,Luis_Castañeda,luis.castaneda@uchile.cl,primary,https://doi.org/10.5061/dryad.2v6wwpzsg,https://doi.org/10.1093/evolut/qpac033,,Drosophila_subobscura,Valdivia_Chile,terrestrial,terrestrial,,35,-39.8,-73.2,field,,01-10-2014,01-10-2014,,yes,,27,21,,,,,12D_12L,,,,David's killed-yeast Drosophila medium,no,,,,,,,,,,,,routine,0.5,,"infrared CO2 analyzer Li-6251, LI-COR ",1.4,,ethyl vinyl acetate,0.25,open,aerial,adult,adult,female,virgin female,fresh body mass,milligram,1.672,21,,,,,,,,,control,uLCO2/h/ind,3.602398,
Mesas_and_Castaneda_2023,13-02-2023,Luis_Castañeda,luis.castaneda@uchile.cl,primary,https://doi.org/10.5061/dryad.2v6wwpzsg,https://doi.org/10.1093/evolut/qpac033,,Drosophila_subobscura,Valdivia_Chile,terrestrial,terrestrial,,35,-39.8,-73.2,field,,01-10-2014,01-10-2014,,yes,,27,21,,,,,12D_12L,,,,David's killed-yeast Drosophila medium,no,,,,,,,,,,,,routine,0.5,,"infrared CO2 analyzer Li-6251, LI-COR ",1.4,,ethyl vinyl acetate,0.25,open,aerial,adult,adult,female,virgin female,fresh body mass,milligram,1.473,21,,,,,,,,,control,uLCO2/h/ind,3.538117,
Mesas_and_Castaneda_2023,13-02-2023,Luis_Castañeda,luis.castaneda@uchile.cl,primary,https://doi.org/10.5061/dryad.2v6wwpzsg,https://doi.org/10.1093/evolut/qpac033,,Drosophila_subobscura,Valdivia_Chile,terrestrial,terrestrial,,35,-39.8,-73.2,field,,01-10-2014,01-10-2014,,yes,,27,21,,,,,12D_12L,,,,David's killed-yeast Drosophila medium,no,,,,,,,,,,,,routine,0.5,,"infrared CO2 analyzer Li-6251, LI-COR ",1.4,,ethyl vinyl acetate,0.25,open,aerial,adult,adult,female,virgin female,fresh body mass,milligram,1.21,21,,,,,,,,,control,uLCO2/h/ind,2.841662,
Mesas_and_Castaneda_2023,13-02-2023,Luis_Castañeda,luis.castaneda@uchile.cl,primary,https://doi.org/10.5061/dryad.2v6wwpzsg,https://doi.org/10.1093/evolut/qpac033,,Drosophila_subobscura,Valdivia_Chile,terrestrial,terrestrial,,35,-39.8,-73.2,field,,01-10-2014,01-10-2014,,yes,,27,21,,,,,12D_12L,,,,David's killed-yeast Drosophila medium,no,,,,,,,,,,,,routine,0.5,,"infrared CO2 analyzer Li-6251, LI-COR ",1.4,,ethyl vinyl acetate,0.25,open,aerial,adult,adult,female,virgin female,fresh body mass,milligram,1.566,21,,,,,,,,,control,uLCO2/h/ind,3.18908,
Mesas_and_Castaneda_2023,13-02-2023,Luis_Castañeda,luis.castaneda@uchile.cl,primary,https://doi.org/10.5061/dryad.2v6wwpzsg,https://doi.org/10.1093/evolut/qpac033,,Drosophila_subobscura,Valdivia_Chile,terrestrial,terrestrial,,35,-39.8,-73.2,field,,01-10-2014,01-10-2014,,yes,,27,21,,,,,12D_12L,,,,David's killed-yeast Drosophila medium,no,,,,,,,,,,,,routine,0.5,,"infrared CO2 analyzer Li-6251, LI-COR ",1.4,,ethyl vinyl acetate,0.25,open,aerial,adult,adult,female,virgin female,fresh body mass,milligram,1.655,21,,,,,,,,,control,uLCO2/h/ind,3.498427,
Mesas_and_Castaneda_2023,13-02-2023,Luis_Castañeda,luis.castaneda@uchile.cl,primary,https://doi.org/10.5061/dryad.2v6wwpzsg,https://doi.org/10.1093/evolut/qpac033,,Drosophila_subobscura,Valdivia_Chile,terrestrial,terrestrial,,35,-39.8,-73.2,field,,01-10-2014,01-10-2014,,yes,,27,21,,,,,12D_12L,,,,David's killed-yeast Drosophila medium,no,,,,,,,,,,,,routine,0.5,,"infrared CO2 analyzer Li-6251, LI-COR ",1.4,,ethyl vinyl acetate,0.25,open,aerial,adult,adult,female,virgin female,fresh body mass,milligram,1.41,21,,,,,,,,,control,uLCO2/h/ind,3.889593,
Mesas_and_Castaneda_2023,13-02-2023,Luis_Castañeda,luis.castaneda@uchile.cl,primary,https://doi.org/10.5061/dryad.2v6wwpzsg,https://doi.org/10.1093/evolut/qpac033,,Drosophila_subobscura,Valdivia_Chile,terrestrial,terrestrial,,35,-39.8,-73.2,field,,01-10-2014,01-10-2014,,yes,,27,21,,,,,12D_12L,,,,David's killed-yeast Drosophila medium,no,,,,,,,,,,,,routine,0.5,,"infrared CO2 analyzer Li-6251, LI-COR ",1.4,,ethyl vinyl acetate,0.25,open,aerial,adult,adult,female,virgin female,fresh body mass,milligram,1.416,21,,,,,,,,,control,uLCO2/h/ind,2.326299,
Mesas_and_Castaneda_2023,13-02-2023,Luis_Castañeda,luis.castaneda@uchile.cl,primary,https://doi.org/10.5061/dryad.2v6wwpzsg,https://doi.org/10.1093/evolut/qpac033,,Drosophila_subobscura,Valdivia_Chile,terrestrial,terrestrial,,35,-39.8,-73.2,field,,01-10-2014,01-10-2014,,yes,,27,21,,,,,12D_12L,,,,David's killed-yeast Drosophila medium,no,,,,,,,,,,,,routine,0.5,,"infrared CO2 analyzer Li-6251, LI-COR ",1.4,,ethyl vinyl acetate,0.25,open,aerial,adult,adult,female,virgin female,fresh body mass,milligram,1.262,21,,,,,,,,,control,uLCO2/h/ind,3.692562,
Mesas_and_Castaneda_2023,13-02-2023,Luis_Castañeda,luis.castaneda@uchile.cl,primary,https://doi.org/10.5061/dryad.2v6wwpzsg,https://doi.org/10.1093/evolut/qpac033,,Drosophila_subobscura,Valdivia_Chile,terrestrial,terrestrial,,35,-39.8,-73.2,field,,01-10-2014,01-10-2014,,yes,,27,21,,,,,12D_12L,,,,David's killed-yeast Drosophila medium,no,,,,,,,,,,,,routine,0.5,,"infrared CO2 analyzer Li-6251, LI-COR ",1.4,,ethyl vinyl acetate,0.25,open,aerial,adult,adult,female,virgin female,fresh body mass,milligram,1.498,21,,,,,,,,,control,uLCO2/h/ind,3.646198,
